,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
2115,2116,L49295,299.4,309.0,1404,47.3,86,No Failure
2116,2117,M16976,299.4,309.0,1381,44.9,88,No Failure
2117,2118,H31531,299.4,308.9,1762,29.3,91,No Failure
2118,2119,H31532,299.3,308.9,1429,43.0,96,No Failure
2119,2120,M16979,299.3,308.9,1858,24.7,101,No Failure
2120,2121,H31534,299.2,308.8,1908,21.3,104,No Failure
2121,2122,M16981,299.2,308.8,1503,37.4,109,No Failure
2122,2123,M16982,299.2,308.8,1523,38.9,112,No Failure
2123,2124,L49303,299.3,309.0,1491,38.4,115,No Failure
2124,2125,L49304,299.2,308.9,1430,39.1,117,No Failure
2125,2126,L49305,299.3,308.9,1258,69.4,119,Power Failure
2126,2127,L49306,299.3,309.0,1449,46.5,121,No Failure
2127,2128,H31541,299.3,309.0,1425,40.6,123,No Failure
2128,2129,L49308,299.4,309.0,1800,24.3,128,No Failure
2129,2130,H31543,299.4,309.0,1607,33.7,130,No Failure
2130,2131,L49310,299.4,309.0,1391,58.2,135,No Failure
2131,2132,L49311,299.4,309.1,1432,45.4,137,No Failure
2132,2133,L49312,299.4,309.0,1660,28.4,139,No Failure
2133,2134,H31547,299.3,309.0,1732,29.7,141,No Failure
2134,2135,L49314,299.3,309.0,1473,46.3,146,No Failure
2135,2136,L49315,299.3,309.0,1511,47.8,148,No Failure
2136,2137,L49316,299.2,308.9,1588,41.5,150,No Failure
2137,2138,L49317,299.3,308.9,1623,31.1,152,No Failure
2138,2139,L49318,299.3,309.0,1734,30.6,154,No Failure
2139,2140,L49319,299.3,309.0,1415,47.6,156,No Failure
2140,2141,L49320,299.3,309.0,1419,46.6,158,No Failure
2141,2142,M17001,299.3,308.9,1577,34.9,160,No Failure
2142,2143,L49322,299.3,308.9,1376,60.3,163,No Failure
2143,2144,M17003,299.3,308.8,1442,49.0,165,No Failure
2144,2145,L49324,299.4,308.9,1451,40.5,168,No Failure
2145,2146,L49325,299.3,308.8,1550,45.8,170,No Failure
2146,2147,L49326,299.3,308.8,1647,32.9,172,No Failure
2147,2148,L49327,299.4,308.9,1550,33.7,174,No Failure
2148,2149,L49328,299.4,308.9,1583,34.1,176,No Failure
2149,2150,L49329,299.4,309.0,1613,32.2,178,No Failure
2150,2151,H31564,299.3,308.8,1636,35.5,180,No Failure
2151,2152,M17011,299.3,308.7,1289,51.5,185,No Failure
2152,2153,M17012,299.3,308.8,1648,28.4,188,No Failure
2153,2154,H31567,299.3,308.8,1397,45.4,191,No Failure
2154,2155,M17014,299.3,308.9,1767,24.8,196,No Failure
2155,2156,L49335,299.3,308.8,1341,47.7,199,No Failure
2156,2157,M17016,299.4,308.9,1457,41.5,201,No Failure
2157,2158,M17017,299.4,309.0,1939,19.8,204,No Failure
2158,2159,M17018,299.5,309.0,1399,49.7,207,No Failure
2159,2160,M17019,299.5,309.0,1602,31.3,210,No Failure
2160,2161,L49340,299.4,309.0,1507,41.0,213,No Failure
2161,2162,L49341,299.4,309.1,1464,40.5,215,No Failure
2162,2163,L49342,299.5,309.1,1336,42.1,217,No Failure
2163,2164,L49343,299.6,309.2,1422,39.8,219,No Failure
2164,2165,L49344,299.6,309.2,1540,36.7,221,No Failure
2165,2166,L49345,299.5,309.1,1476,47.8,223,No Failure
2166,2167,M17026,299.6,309.2,1867,23.4,225,Tool Wear Failure
2167,2168,H31581,299.6,309.1,1588,41.3,0,No Failure
2168,2169,M17028,299.5,309.1,1420,49.5,5,No Failure
2169,2170,L49349,299.5,309.1,1415,49.2,8,No Failure
2170,2171,M17030,299.4,309.1,1500,43.3,10,No Failure
2171,2172,L49351,299.5,309.1,1502,44.6,13,No Failure
2172,2173,L49352,299.5,309.2,1816,23.0,15,No Failure
2173,2174,M17033,299.5,309.2,1495,41.6,17,No Failure
2174,2175,L49354,299.6,309.2,1572,33.4,20,No Failure
2175,2176,M17035,299.5,309.2,1590,35.9,22,No Failure
2176,2177,M17036,299.6,309.3,1387,48.3,25,No Failure
2177,2178,M17037,299.6,309.2,1393,47.7,28,No Failure
2178,2179,L49358,299.6,309.2,1602,37.3,31,No Failure
2179,2180,L49359,299.6,309.2,1601,33.3,33,No Failure
2180,2181,H31594,299.6,309.2,1597,36.3,35,No Failure
2181,2182,H31595,299.5,309.1,1548,44.3,40,No Failure
2182,2183,M17042,299.5,309.2,1314,61.8,45,No Failure
2183,2184,M17043,299.6,309.3,1577,39.8,48,No Failure
2184,2185,L49364,299.8,309.4,1475,43.4,51,No Failure
2185,2186,L49365,299.8,309.4,1630,32.4,53,No Failure
2186,2187,L49366,299.7,309.4,1445,42.9,55,No Failure
2187,2188,M17047,299.8,309.4,1439,47.4,57,No Failure
2188,2189,L49368,299.7,309.3,1420,44.1,60,No Failure
2189,2190,H31603,299.7,309.2,1554,41.6,62,No Failure
2190,2191,M17050,299.6,309.1,1471,44.3,67,No Failure
2191,2192,L49371,299.6,309.0,1648,33.6,70,No Failure
2192,2193,L49372,299.6,309.0,1472,48.8,72,No Failure
2193,2194,M17053,299.5,308.9,1448,42.9,74,No Failure
2194,2195,M17054,299.6,308.9,1568,35.3,77,No Failure
2195,2196,L49375,299.6,308.9,1613,30.8,80,No Failure
2196,2197,M17056,299.7,308.9,1551,35.4,82,No Failure
2197,2198,L49377,299.7,309.0,1412,49.2,85,No Failure
2198,2199,M17058,299.7,308.9,1478,41.0,87,No Failure
2199,2200,M17059,299.8,309.1,1268,58.0,90,No Failure
2200,2201,L49380,299.8,309.1,1546,35.6,93,No Failure
2201,2202,L49381,299.8,309.0,1567,36.1,95,No Failure
2202,2203,M17062,299.9,309.2,1548,35.7,97,No Failure
2203,2204,L49383,299.8,309.0,1614,30.8,100,No Failure
2204,2205,M17064,299.7,309.1,1352,46.1,102,No Failure
2205,2206,L49385,299.9,309.2,1624,34.6,105,No Failure
2206,2207,L49386,299.9,309.2,1436,52.0,107,No Failure
2207,2208,L49387,299.8,309.2,1591,37.5,109,No Failure
2208,2209,H31622,299.8,309.2,1435,42.6,111,No Failure
2209,2210,L49389,299.8,309.3,1386,49.4,116,No Failure
2210,2211,L49390,299.7,309.2,1401,54.1,118,No Failure
2211,2212,M17071,299.6,309.0,1245,64.0,120,No Failure
2212,2213,L49392,299.7,309.1,1475,40.0,123,No Failure
2213,2214,L49393,299.7,309.1,1473,39.4,125,No Failure
2214,2215,H31628,299.7,309.2,1355,44.8,127,No Failure
2215,2216,H31629,299.7,309.2,1468,49.6,132,No Failure
2216,2217,L49396,299.7,309.2,1645,30.8,137,No Failure
2217,2218,L49397,299.7,309.1,1347,55.3,139,No Failure
2218,2219,L49398,299.7,309.1,1713,33.5,141,No Failure
2219,2220,M17079,299.6,309.1,1435,48.4,143,No Failure
2220,2221,M17080,299.6,309.0,1736,26.1,146,No Failure
2221,2222,L49401,299.6,309.0,1372,60.4,149,No Failure
2222,2223,L49402,299.7,309.0,1605,33.0,151,No Failure
2223,2224,L49403,299.6,309.0,1413,48.5,153,No Failure
2224,2225,M17084,299.7,309.0,1645,31.9,155,No Failure
2225,2226,M17085,299.7,309.0,1465,49.0,158,No Failure
2226,2227,M17086,299.6,308.9,1685,27.8,161,No Failure
2227,2228,L49407,299.5,308.8,1965,20.4,164,No Failure
2228,2229,H31642,299.4,308.6,1542,41.8,166,No Failure
2229,2230,L49409,299.4,308.7,1681,30.8,171,No Failure
2230,2231,L49410,299.5,308.7,1446,45.7,173,No Failure
2231,2232,L49411,299.4,308.6,1415,56.4,175,No Failure
2232,2233,L49412,299.5,308.6,1672,30.5,177,No Failure
2233,2234,L49413,299.5,308.7,2549,13.0,179,Power Failure
2234,2235,L49414,299.4,308.6,1492,40.5,181,No Failure
2235,2236,M17095,299.4,308.6,1455,42.7,183,No Failure
2236,2237,M17096,299.3,308.5,1422,43.1,186,No Failure
2237,2238,L49417,299.3,308.6,1403,50.6,189,No Failure
2238,2239,L49418,299.3,308.6,1474,49.6,191,No Failure
2239,2240,L49419,299.2,308.6,1381,50.0,193,No Failure
2240,2241,L49420,299.2,308.5,1457,44.7,195,No Failure
2241,2242,L49421,299.2,308.4,1711,28.9,197,No Failure
2242,2243,L49422,299.2,308.4,1667,29.0,199,No Failure
2243,2244,L49423,299.2,308.4,1465,35.0,201,No Failure
2244,2245,M17104,299.3,308.4,1542,37.5,203,Tool Wear Failure
2245,2246,M17105,299.3,308.4,1438,42.3,0,No Failure
2246,2247,L49426,299.3,308.4,1406,47.4,3,No Failure
2247,2248,M17107,299.2,308.4,1396,48.5,5,No Failure
2248,2249,M17108,299.3,308.5,1304,60.6,8,No Failure
2249,2250,L49429,299.2,308.5,1442,46.5,11,No Failure
2250,2251,M17110,299.2,308.4,1396,48.7,13,No Failure
2251,2252,H31665,299.1,308.3,1424,43.4,16,No Failure
2252,2253,H31666,299.1,308.3,1451,42.8,21,No Failure
2253,2254,L49433,299.2,308.4,1386,54.1,26,No Failure
2254,2255,L49434,299.1,308.3,1325,46.9,28,No Failure
2255,2256,L49435,299.1,308.3,1559,33.7,30,No Failure
2256,2257,L49436,299.1,308.3,1489,38.1,32,No Failure
2257,2258,L49437,299.1,308.3,1892,25.2,34,No Failure
2258,2259,L49438,299.1,308.2,1319,60.3,36,No Failure
2259,2260,L49439,299.1,308.3,1431,52.3,38,No Failure
2260,2261,H31674,299.1,308.3,1521,36.5,40,No Failure
2261,2262,M17121,299.1,308.2,1435,45.2,45,No Failure
2262,2263,L49442,299.1,308.3,1533,42.4,48,No Failure
2263,2264,M17123,299.2,308.4,1529,43.0,50,No Failure
2264,2265,M17124,299.2,308.4,1415,43.5,53,No Failure
2265,2266,M17125,299.2,308.4,1330,51.2,56,No Failure
2266,2267,L49446,299.2,308.5,1381,60.6,59,No Failure
2267,2268,L49447,299.2,308.5,1370,52.4,61,No Failure
2268,2269,L49448,299.2,308.5,1438,46.6,63,No Failure
2269,2270,L49449,299.3,308.6,1314,48.2,65,No Failure
2270,2271,L49450,299.3,308.6,1437,48.1,67,No Failure
2271,2272,L49451,299.2,308.5,1821,26.1,69,No Failure
2272,2273,M17132,299.3,308.6,1448,52.1,71,No Failure
2273,2274,L49453,299.3,308.5,1589,32.7,74,No Failure
2274,2275,L49454,299.3,308.6,1520,33.7,76,No Failure
2275,2276,L49455,299.3,308.6,1605,37.0,78,No Failure
2276,2277,L49456,299.3,308.7,1393,54.2,80,No Failure
2277,2278,H31691,299.3,308.7,1408,44.4,82,No Failure
2278,2279,M17138,299.3,308.7,1459,35.6,87,No Failure
2279,2280,L49459,299.4,308.7,1525,39.0,90,No Failure
2280,2281,L49460,299.4,308.8,1390,57.0,92,No Failure
2281,2282,L49461,299.3,308.7,1536,38.9,94,No Failure
2282,2283,L49462,299.4,308.7,1459,47.6,96,No Failure
2283,2284,L49463,299.2,308.5,1387,51.1,98,No Failure
2284,2285,L49464,299.2,308.5,1378,53.4,100,No Failure
2285,2286,L49465,299.4,308.7,1381,56.7,102,No Failure
2286,2287,M17146,299.4,308.7,1289,60.5,104,No Failure
2287,2288,L49467,299.4,308.6,1746,26.8,107,No Failure
2288,2289,M17148,299.4,308.6,1541,39.1,109,No Failure
2289,2290,L49469,299.4,308.7,1504,37.8,112,No Failure
2290,2291,M17150,299.5,308.7,1321,51.9,114,No Failure
2291,2292,M17151,299.5,308.8,1886,20.9,117,No Failure
2292,2293,L49472,299.6,308.9,1422,53.2,120,No Failure
2293,2294,L49473,299.5,308.9,1520,38.3,122,No Failure
2294,2295,L49474,299.4,308.8,1627,32.6,124,No Failure
2295,2296,L49475,299.4,308.7,1512,37.2,126,No Failure
2296,2297,L49476,299.4,308.7,1553,42.7,128,No Failure
2297,2298,L49477,299.3,308.7,1802,26.0,130,No Failure
2298,2299,L49478,299.3,308.6,1482,37.6,132,No Failure
2299,2300,L49479,299.4,308.7,1446,62.9,134,Power Failure
2300,2301,L49480,299.3,308.6,1371,50.5,136,No Failure
2301,2302,M17161,299.2,308.6,1586,35.7,138,No Failure
2302,2303,L49482,299.2,308.5,1515,39.8,141,No Failure
2303,2304,L49483,299.2,308.5,1374,53.6,143,No Failure
2304,2305,L49484,299.1,308.5,1455,39.8,145,No Failure
2305,2306,H31719,299.2,308.5,1342,47.5,147,No Failure
2306,2307,L49486,299.1,308.6,1260,57.8,152,No Failure
2307,2308,H31721,299.0,308.5,1623,33.5,154,No Failure
2308,2309,L49488,299.1,308.5,1371,55.5,159,No Failure
2309,2310,L49489,299.1,308.6,1611,31.4,161,No Failure
2310,2311,M17170,299.0,308.4,1535,47.5,163,No Failure
2311,2312,M17171,299.1,308.6,1491,38.5,166,No Failure
2312,2313,M17172,299.1,308.6,1441,36.2,169,No Failure
2313,2314,M17173,299.1,308.8,1725,26.6,172,No Failure
2314,2315,L49494,299.2,308.9,1368,47.2,175,No Failure
2315,2316,L49495,299.2,308.9,1526,37.9,177,No Failure
2316,2317,L49496,299.2,308.8,1542,39.2,179,No Failure
2317,2318,L49497,299.2,308.8,1605,31.1,181,No Failure
2318,2319,L49498,299.2,308.8,1405,51.4,183,No Failure
2319,2320,M17179,299.2,308.8,1700,33.5,185,No Failure
2320,2321,H31734,299.2,308.8,1440,39.1,188,No Failure
2321,2322,M17181,299.2,308.8,1314,52.5,193,No Failure
2322,2323,L49502,299.2,308.7,1514,41.9,196,No Failure
2323,2324,M17183,299.2,308.7,1401,47.0,198,No Failure
2324,2325,L49504,299.3,308.8,1636,29.9,201,No Failure
2325,2326,L49505,299.3,308.8,1603,33.9,203,No Failure
2326,2327,M17186,299.4,308.7,1487,52.6,205,No Failure
2327,2328,M17187,299.3,308.7,1420,50.3,208,No Failure
2328,2329,L49508,299.3,308.7,1579,36.3,211,No Failure
2329,2330,L49509,299.3,308.7,1484,40.5,213,No Failure
2330,2331,M17190,299.3,308.7,1390,49.3,215,No Failure
2331,2332,L49511,299.3,308.6,1384,53.6,218,Overstrain Failure
2332,2333,L49512,299.2,308.5,1378,50.4,220,Overstrain Failure
2333,2334,L49513,299.2,308.5,1445,45.2,222,No Failure
2334,2335,L49514,299.2,308.4,1445,43.5,224,No Failure
2335,2336,L49515,299.2,308.4,1509,39.4,0,No Failure
2336,2337,L49516,299.2,308.4,1434,46.8,2,No Failure
2337,2338,L49517,299.2,308.4,1877,23.9,4,No Failure
2338,2339,L49518,299.3,308.3,1651,28.0,6,No Failure
2339,2340,L49519,299.2,308.2,1466,41.3,8,No Failure
2340,2341,L49520,299.1,308.1,1479,40.7,10,No Failure
2341,2342,L49521,299.1,308.2,1409,46.4,12,No Failure
2342,2343,M17202,299.2,308.2,1674,28.2,14,No Failure
2343,2344,L49523,299.1,308.3,1305,61.4,17,No Failure
2344,2345,M17204,299.2,308.3,1755,26.4,19,No Failure
2345,2346,L49525,299.2,308.4,1475,38.7,22,No Failure
2346,2347,L49526,299.2,308.4,1402,47.7,24,No Failure
2347,2348,L49527,299.2,308.3,1410,43.0,26,No Failure
2348,2349,L49528,299.2,308.4,1436,41.8,28,No Failure
2349,2350,M17209,299.3,308.5,1386,42.2,30,No Failure
2350,2351,L49530,299.3,308.6,1744,26.4,33,No Failure
2351,2352,L49531,299.2,308.4,1393,48.4,35,No Failure
2352,2353,M17212,299.3,308.5,1422,45.4,37,No Failure
2353,2354,L49533,299.2,308.4,1841,22.8,40,No Failure
2354,2355,L49534,299.3,308.6,1433,37.7,42,No Failure
2355,2356,M17215,299.3,308.5,1305,60.6,44,No Failure
2356,2357,H31770,299.3,308.6,1498,39.5,47,No Failure
2357,2358,L49537,299.3,308.5,1772,26.1,52,No Failure
2358,2359,M17218,299.2,308.4,1381,42.5,54,No Failure
2359,2360,L49539,299.3,308.5,1413,38.5,57,No Failure
2360,2361,H31774,299.2,308.4,1388,53.2,59,No Failure
2361,2362,M17221,299.2,308.6,1631,35.4,64,No Failure
2362,2363,H31776,299.3,308.6,1520,41.4,67,No Failure
2363,2364,L49543,299.3,308.5,1510,45.4,72,No Failure
2364,2365,L49544,299.2,308.5,1366,49.7,74,No Failure
2365,2366,L49545,299.4,308.5,1845,22.9,76,No Failure
2366,2367,L49546,299.3,308.5,1485,44.7,78,No Failure
2367,2368,M17227,299.3,308.5,1496,39.4,80,No Failure
2368,2369,M17228,299.3,308.4,1468,42.2,83,No Failure
2369,2370,M17229,299.2,308.4,1856,22.7,86,No Failure
2370,2371,L49550,299.2,308.4,1620,34.1,89,No Failure
2371,2372,L49551,299.3,308.5,1409,44.8,91,No Failure
2372,2373,M17232,299.3,308.5,1404,49.4,93,No Failure
2373,2374,L49553,299.2,308.4,1350,51.3,96,No Failure
2374,2375,M17234,299.2,308.4,1538,38.0,98,No Failure
2375,2376,M17235,299.2,308.4,1476,32.7,101,No Failure
2376,2377,M17236,299.2,308.3,1364,51.8,104,No Failure
2377,2378,M17237,299.2,308.3,1582,45.5,107,No Failure
2378,2379,L49558,299.1,308.2,1348,56.1,110,No Failure
2379,2380,H31793,299.1,308.2,1450,46.1,112,No Failure
2380,2381,L49560,299.0,308.1,1242,60.9,117,No Failure
2381,2382,L49561,299.1,308.2,1493,34.9,119,No Failure
2382,2383,L49562,299.1,308.3,1601,31.4,121,No Failure
2383,2384,L49563,299.1,308.2,1568,33.3,123,No Failure
2384,2385,M17244,299.1,308.3,1506,38.0,125,No Failure
2385,2386,L49565,299.1,308.3,1524,34.1,128,No Failure
2386,2387,L49566,299.1,308.4,1543,37.9,130,No Failure
2387,2388,M17247,299.2,308.5,1474,47.2,132,No Failure
2388,2389,M17248,299.2,308.5,1526,37.3,135,No Failure
2389,2390,L49569,299.2,308.5,1867,27.0,138,No Failure
2390,2391,L49570,299.2,308.5,1487,41.2,140,No Failure
2391,2392,L49571,299.2,308.4,1580,32.6,142,No Failure
2392,2393,L49572,299.2,308.5,1340,50.0,144,No Failure
2393,2394,L49573,299.2,308.5,1544,41.6,146,No Failure
2394,2395,L49574,299.2,308.5,1488,40.3,148,No Failure
2395,2396,M17255,299.2,308.5,1742,28.9,150,No Failure
2396,2397,M17256,299.1,308.5,1592,34.2,153,No Failure
2397,2398,L49577,299.2,308.6,1582,38.8,156,No Failure
2398,2399,L49578,299.2,308.5,1490,43.2,158,No Failure
2399,2400,M17259,299.2,308.5,1594,35.8,160,No Failure
2400,2401,H31814,299.2,308.6,1462,55.0,163,No Failure
2401,2402,M17261,299.2,308.6,1367,47.6,168,No Failure
2402,2403,L49582,299.2,308.7,1325,51.0,171,No Failure
2403,2404,H31817,299.2,308.7,1448,51.4,173,No Failure
2404,2405,M17264,299.1,308.7,2008,20.3,178,No Failure
2405,2406,L49585,299.1,308.7,1498,38.9,181,No Failure
2406,2407,L49586,299.1,308.6,1437,41.6,183,No Failure
2407,2408,M17267,299.1,308.6,1499,45.1,185,No Failure
2408,2409,L49588,299.0,308.4,1356,52.6,188,No Failure
2409,2410,L49589,299.1,308.5,1539,46.8,190,No Failure
2410,2411,L49590,299.1,308.5,1689,32.1,192,No Failure
2411,2412,L49591,299.0,308.5,1559,38.1,194,No Failure
2412,2413,L49592,299.1,308.6,1408,46.7,196,No Failure
2413,2414,L49593,299.0,308.5,1886,23.0,198,No Failure
2414,2415,L49594,299.1,308.5,1415,43.4,0,No Failure
2415,2416,M17275,299.1,308.5,1587,35.6,2,No Failure
2416,2417,L49596,299.0,308.4,1571,38.6,5,No Failure
2417,2418,L49597,298.9,308.3,1576,36.6,7,No Failure
2418,2419,L49598,298.9,308.3,1660,34.4,9,No Failure
2419,2420,M17279,298.9,308.2,1328,49.2,11,No Failure
2420,2421,H31834,298.8,308.2,1450,44.7,14,No Failure
2421,2422,L49601,298.9,308.2,2384,15.0,19,No Failure
2422,2423,L49602,298.8,308.2,1443,53.4,21,No Failure
2423,2424,M17283,298.9,308.2,2022,20.0,23,No Failure
2424,2425,L49604,298.9,308.2,1828,23.8,26,No Failure
2425,2426,L49605,298.8,308.1,1472,53.5,28,No Failure
2426,2427,M17286,298.9,308.2,1372,63.6,30,Power Failure
2427,2428,L49607,298.9,308.3,1855,23.8,33,No Failure
2428,2429,M17288,299.0,308.3,1377,47.2,35,No Failure
2429,2430,L49609,298.9,308.3,1432,48.9,38,No Failure
2430,2431,M17290,298.9,308.2,1335,47.8,40,No Failure
2431,2432,M17291,298.9,308.2,1411,51.3,43,No Failure
2432,2433,L49612,298.9,308.2,1510,43.5,46,No Failure
2433,2434,L49613,299.0,308.3,1441,44.0,48,No Failure
2434,2435,M17294,299.0,308.2,1358,42.7,50,No Failure
2435,2436,L49615,298.9,308.2,1686,30.4,53,No Failure
2436,2437,H31850,299.0,308.2,1662,30.4,55,No Failure
2437,2438,L49617,299.1,308.3,1426,40.1,60,No Failure
2438,2439,M17298,299.1,308.4,1330,53.6,62,No Failure
2439,2440,L49619,299.1,308.4,1693,31.6,65,No Failure
2440,2441,L49620,299.1,308.4,1426,47.9,67,No Failure
2441,2442,L49621,299.1,308.5,1676,31.0,69,No Failure
2442,2443,M17302,299.1,308.4,1332,51.7,71,No Failure
2443,2444,L49623,299.1,308.5,1647,35.0,74,No Failure
2444,2445,L49624,299.2,308.6,1267,68.2,76,Power Failure
2445,2446,H31859,299.2,308.7,1375,55.1,78,No Failure
2446,2447,L49626,299.3,308.6,1422,48.9,83,No Failure
2447,2448,L49627,299.3,308.7,1408,48.7,85,No Failure
2448,2449,L49628,299.4,308.9,1440,42.5,87,No Failure
2449,2450,L49629,299.3,308.8,1772,25.2,89,No Failure
2450,2451,L49630,299.2,308.7,1492,37.8,91,No Failure
2451,2452,L49631,299.2,308.7,1650,30.5,93,No Failure
2452,2453,M17312,299.1,308.6,2329,14.6,95,No Failure
2453,2454,L49633,299.0,308.6,1648,30.8,98,No Failure
2454,2455,L49634,299.0,308.6,1653,31.7,100,No Failure
2455,2456,L49635,299.0,308.6,1946,22.3,102,No Failure
2456,2457,L49636,299.1,308.6,1555,36.6,104,No Failure
2457,2458,L49637,299.0,308.6,1661,32.2,106,No Failure
2458,2459,L49638,299.0,308.6,1434,45.9,108,No Failure
2459,2460,L49639,299.0,308.6,1297,54.2,110,No Failure
2460,2461,L49640,299.0,308.6,1466,46.4,112,No Failure
2461,2462,M17321,298.9,308.6,1517,39.8,114,No Failure
2462,2463,L49642,298.9,308.5,1742,34.5,117,No Failure
2463,2464,L49643,298.9,308.5,1580,39.1,119,No Failure
2464,2465,M17324,298.9,308.5,1534,42.9,121,No Failure
2465,2466,L49645,298.9,308.6,1481,40.7,124,No Failure
2466,2467,L49646,299.0,308.6,1429,37.7,126,No Failure
2467,2468,M17327,298.9,308.6,1574,33.5,128,No Failure
2468,2469,M17328,298.9,308.6,1524,40.4,131,No Failure
2469,2470,L49649,299.0,308.7,1507,37.5,134,No Failure
2470,2471,L49650,298.9,308.5,1467,44.7,136,No Failure
2471,2472,L49651,298.9,308.4,1301,51.1,138,No Failure
2472,2473,L49652,298.9,308.5,1429,55.1,140,No Failure
2473,2474,M17333,298.9,308.5,1555,37.6,142,No Failure
2474,2475,L49654,298.9,308.5,1503,40.6,145,No Failure
2475,2476,L49655,298.9,308.5,1459,43.1,147,No Failure
2476,2477,H31890,298.9,308.4,1449,42.4,149,No Failure
2477,2478,L49657,298.9,308.5,1387,57.3,154,No Failure
2478,2479,M17338,298.9,308.5,1456,50.0,156,No Failure
2479,2480,L49659,299.0,308.5,1604,34.7,159,No Failure
2480,2481,L49660,299.0,308.6,1734,32.4,161,No Failure
2481,2482,L49661,299.0,308.6,1378,47.8,163,No Failure
2482,2483,L49662,298.9,308.7,1504,41.8,165,No Failure
2483,2484,M17343,298.9,308.7,1402,49.8,167,No Failure
2484,2485,H31898,298.8,308.6,1524,37.7,170,No Failure
2485,2486,L49665,298.8,308.6,1593,35.5,175,No Failure
2486,2487,M17346,298.9,308.7,1772,28.4,177,No Failure
2487,2488,H31901,298.9,308.6,1623,31.0,180,No Failure
2488,2489,L49668,298.9,308.7,1356,50.7,185,No Failure
2489,2490,H31903,298.9,308.7,1500,41.6,187,No Failure
2490,2491,H31904,299.1,308.8,1566,46.6,192,No Failure
2491,2492,L49671,299.1,308.9,1445,43.4,197,No Failure
2492,2493,H31906,299.0,308.8,1382,58.5,199,No Failure
2493,2494,M17353,299.0,308.8,1418,45.7,204,No Failure
2494,2495,L49674,299.1,308.8,1329,53.6,207,Overstrain Failure
2495,2496,M17355,299.1,308.8,1491,41.0,209,No Failure
2496,2497,M17356,299.2,308.9,1573,37.4,212,No Failure
2497,2498,M17357,299.2,308.9,1521,42.3,215,No Failure
2498,2499,L49678,299.1,308.9,1467,47.2,218,No Failure
2499,2500,M17359,299.1,308.9,1325,48.4,220,No Failure
2500,2501,L49680,299.1,308.9,1617,32.3,223,No Failure
2501,2502,M17361,299.1,308.9,1476,42.7,225,No Failure
2502,2503,L49682,299.2,309.0,1515,48.9,228,Overstrain Failure
2503,2504,L49683,299.2,309.0,1408,47.2,0,No Failure
2504,2505,L49684,299.2,309.1,1468,45.6,2,No Failure
2505,2506,L49685,299.2,309.1,1387,48.7,4,No Failure
2506,2507,M17366,299.2,309.1,1503,34.7,6,No Failure
2507,2508,H31921,299.2,309.1,1410,47.1,9,No Failure
2508,2509,L49688,299.0,308.9,1615,30.6,14,No Failure
2509,2510,L49689,299.0,308.9,1511,35.9,16,No Failure
2510,2511,L49690,299.1,309.0,1405,53.8,18,No Failure
2511,2512,M17371,299.0,308.9,1526,41.1,20,No Failure
2512,2513,L49692,298.9,308.8,1530,38.3,23,No Failure
2513,2514,L49693,299.0,308.7,1583,32.5,25,No Failure
2514,2515,L49694,298.9,308.6,2069,18.7,27,No Failure
2515,2516,L49695,298.8,308.5,1490,35.0,29,No Failure
2516,2517,L49696,298.8,308.5,1736,29.0,31,No Failure
2517,2518,L49697,298.8,308.5,1395,44.4,33,No Failure
2518,2519,M17378,298.9,308.6,1425,49.6,35,No Failure
2519,2520,L49699,298.8,308.6,1631,32.4,38,No Failure
2520,2521,L49700,298.8,308.6,1535,41.2,40,No Failure
