,text,label
1995,"Hajmola Maha Candy Pouch, Aam and Imli, 455g (130 Pieces) Free 20 Maha Candies Inside This Pack Hajmola maha candy is a zingy tangy candy that's fun to have any time of the day and what's more, it gets your digestive juices working better. It's a great way to enjoy while staying healthy. The candy's khatta meetha taste is available in two different fun-filled flavours albela aam and chulbuli imli.",Household
1996,"Forge your Future Review A unique way of solution and answer to the questions we face all around. This book has great collections of motivating incidents and tough times people faced, still they did overcome through these tough times. One can learn a lot from this book. --By Lakshya Kumar on Apr 20, 2015This book has change my life and way of thinking in daily routine life professional as well personal. Few principle are adopted from this books, can sure make me successful in my professional career patch. Thanks for releasing such thought thru this book, will make realised our youth generation in their daily routine life profession as well as personal. It will sure make our India very successful as youth Country. --By Ramesh Nanavare on Feb 14, 2015Really Candid,Forthright,Inspiring! 'Killing Time is not murder but Suicide,If You waste Time....Time wastes you.'these are some of the inspiring sentences of the worthy masterpiece. It's indeed a life changing book to be bought blindly,Kalam sir shares his experience of tackling the common catastrophic situations which produces wisdom inside us. --By Shbhranshu shaurya on 11 November 2014 				    	 					 About the Author Dr. Avul Pakir Jainulabdeen Abdul Kalam was the eleventh president of India. He is honoured with the highest civilian awards, including the Bharat Ratna. He is unarguably one of the most inspiring personalities of our country, who is fondly referred to as The Missile Man of India. He has authored several best-selling books like Ignited Minds, Wings of Fire, Indomitable Spirit, and Target 3 Billion. Dr. Kalam has worked with esteemed institutions across India, contributing to the Defence Research and Development Organisation (DRDO) and the Indian Space Research Organisation (ISRO). Also known for his contributions towards ballistics and launch vehicle technology, he was a main part of the Pokhran-II nuclear tests in 1998. A graduate of Aerospace Engineering from the Madras Institute of Technology, Chennai, Dr. Kalam is currently a visiting professor at Indian Institute of Management Shillong, Indian Institute of Management Ahmedabad and Indian Institute of Management Indore, honorary fellow of Indian Institute of Science, Bangalore, Chancellor of the Indian Institute of Space Science and Technology, Thiruvananthapuram, a professor of Aerospace Engineering at Anna University, JSS University, Mysore, and he also frequents several universities and colleges across the country contributing his vast engineering and management knowledge base to the youth of India",Books
1997,Divine Crafts Peacock Papier Mache Wall Clock (Multicolor) Divinecrafts Transfixing Wall Clocks Are Very Attractive In Looks And Easy To Handle From A Wide Variety Of Vintage Clocks We Provide You Some Of The Master Pieces Which Can Ever Let You Regret On Your Purchase.These Wall Clocks Are Desiged With Perfection And Decorated With Charm To Provide Your Interior A Very Elite Apeal. The Clocks Are Very Durable Made Up Of Wood Runs On The Power Of Battery And Easy To Clean With Dry Cloth.,Household
1998,"GETKO WITH DEVICE Waterproof Double Layer-Electronic Travel Organiser (28cm x 20cm x 3.5cm, Black) Specification: color: black material: nylon & oxford cloth accessories: durable zipper size chart: size: 228cm x 20cm x 3. 5cm. Package includes: 1 x digital storage bag: please be reminded that due lighting effects, monitor s brightness/contrast settings, there could be some slight differences in the color tone of the website s photo and the actual item. Item measure by hand, it could be 1cm different, your kind understanding will be much appreciated.",Electronics
1999,"Diverse Men's Formal Shirt Diverse is a western wear value brand for men. Our range consists of basic and updated basic apparel across both formal and casual wear. We offer the right blend of quality, style and value aimed to delight our customers.",Clothing & Accessories
2000,"Ashiyanadecors Plastic Natural Look Cherry Basket for Home Decor (Green) Still life of cherry tomatoes in a rectangular woven basket sitting on distressed white painted table top byAshiyanadecors. This framed artwork is popular in our food art, fruit art, tomato art, photography, and color photography categories. Great art now was started in 2002 by a group of friends with an interest in both art and technology.",Household
2001,"How to Win Friends and Influence People (DELUXE EDITION) About the Author Dale Carnegie (1888–1955) was an American writer and lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking and interpersonal skills.He was born in an impoverished family in Maryville, Missouri. Carnegie harboured a strong love and passion for public speaking from a very early age and was very proactive in debate in high school. During the early 1930’s, he was renowned and very famous for his books and a radio program. 'When How to Win Friends and Influence People' was published in 1930, it became an instant success and subsequently became one of the biggest bestsellers of all time.Carnegie loved teaching others to climb the pillars of success. His valuable and tested advice was used in many domains and has been the inspiration of many famous people’s success. One of the core ideas in his books is that it is possible to change other people's behaviour by changing one's reaction to them.",Books
2002,"Milton Thermosteel Plain Lid Flask, 500ml,Plain Steel Color Key Features:  500 ml capcity Keeps your beverages hot and cold for 24 hours  Sturdy steel flask with a simple tik-tok lid  100% rust free and leak resistant  Fabricated inside and outside in 18/8 quality stainless steel The Classic Milton Thermosteel Flask is a vacuum insulated flask with inner and outer steel. It is desgined to keep your beverages hot or cold for 24 Hours. It has a unique tik-tok lid makes pouring completely hassle free and spill free for you. The lid of this flask also serves as a cup for drinking.",Household
2003,"Lenovo Yoga Tab 3 8 Tablet (8 inch, 16GB, Wi-Fi + 4G LTE), Slate Black If you love movies and TV, the Yoga Tab 3 Plus is for you at 638 grams, with four usage modes, this splash proof tablet will elevate your viewing experience to new immersive levels of comfort and with a pristine 10.1-inch quad high definition (QHD) display, theatre calibre JBL speakers and marathon battery life, you can enjoy the show absolutely anywhere.",Electronics
2004,"Sennheiser CX 275 S In -Ear Universal Mobile Headphone With Mic (Black) Experience Refined Sound Quality It’s time to Experience ultimate sound system on-the-move with Sennheiser CX 275 In-ear headphones. This Sennheiser earphone features 3.5mm headphone jacks, which are sensibly designed to give you an enhanced musical experience. This performance-oriented earphone is tried and tested for various environments and the results have turned out to be outstanding. If you have already made your mind to buy this earphone, be ready to get blown by the sound quality that’s true-to-life.  Powerful Speaker System, Multi-Sized Ear Adapters Whether you are a recording artist or a usual music lover, Sennheiser earplugs are designed to thrill you with its smashing speaker system and a frequency response upto 23,000Hz. These earphones come with built-in microphone and remote so that you can manage your calls and switch FM channels easily. This particular earphone is accompanied with 3 different sizes of ear adapters that are customized according to different ear sizes. Regardless of what brand and model of Smartphone you are using, you will not face any compatibility issues with Sennheiser.  Tangle-free Cable, Noise-Isolating Design Sennheiser earphones are meant to deliver crystal clear audio due to an extensive high frequency. The sound-isolating design of these earphones offers enhanced bass and detailed sound with exceptional clarity. You can easily avoid the discomfort created by tangling of wires while using the earphones, as Sennheiser has an elliptical cable which doesn’t get tangled. Importantly, this product comes with a 2 year warranty from the date of purchase. For any product related quarries contact brand customer care number:1800 200 3632",Electronics
